400
Rupture sizes for: 100000 runs of 100 by 400
1	15294
2	10801
3	7258
4	5280
5	4045
6	3370
7	2788
8	2321
9	2031
10	1977
11	1694
12	1518
13	1452
14	1348
15	1208
16	1223
17	1129
18	1037
19	963
20	975
21	925
22	809
23	855
24	781
25	768
26	773
27	721
28	632
29	648
30	600
31	578
32	591
33	548
34	565
35	515
36	499
37	524
38	490
39	506
40	447
41	475
42	441
43	375
44	380
45	378
46	344
47	396
48	372
49	387
50	316
51	319
52	327
53	296
54	302
55	300
56	319
57	299
58	287
59	257
60	280
61	265
62	255
63	243
64	253
65	227
66	235
67	237
68	218
69	226
70	218
71	203
72	193
73	201
74	208
75	196
76	182
77	171
78	190
79	185
80	170
81	187
82	161
83	161
84	186
85	154
86	132
87	152
88	131
89	145
90	137
91	127
92	151
93	128
94	134
95	135
96	110
97	126
98	124
99	126
100	111
101	82
102	102
103	108
104	98
105	118
106	89
107	87
108	89
109	88
110	88
111	96
112	79
113	68
114	90
115	78
116	75
117	87
118	74
119	71
120	61
121	63
122	75
123	69
124	51
125	65
126	86
127	52
128	54
129	62
130	59
131	74
132	67
133	54
134	60
135	59
136	46
137	54
138	41
139	49
140	42
141	62
142	51
143	30
144	36
145	48
146	44
147	32
148	30
149	39
150	36
151	53
152	39
153	31
154	35
155	41
156	31
157	36
158	27
159	34
160	36
161	35
162	39
163	31
164	32
165	36
166	40
167	28
168	24
169	31
170	23
171	33
172	26
173	26
174	31
175	35
176	35
177	18
178	24
179	21
180	25
181	19
182	23
183	30
184	29
185	20
186	30
187	26
188	23
189	17
190	30
191	24
192	14
193	20
194	12
195	15
196	20
197	15
198	16
199	14
200	14
201	15
202	16
203	11
204	15
205	23
206	13
207	19
208	9
209	9
210	12
211	18
212	12
213	12
214	15
215	14
216	12
217	14
218	10
219	13
220	11
221	4
222	16
223	8
224	17
225	15
226	8
227	11
228	7
229	7
230	8
231	7
232	9
233	11
234	10
235	4
236	15
237	7
238	6
239	9
240	10
241	8
242	4
243	6
244	6
245	6
246	2
247	7
248	3
249	7
250	6
251	9
252	7
253	7
254	2
255	3
256	8
257	5
258	12
259	6
260	8
261	5
262	5
263	3
264	8
265	3
266	6
267	3
268	3
269	4
270	2
271	3
272	1
273	3
274	2
275	8
276	4
277	3
278	6
279	5
280	3
281	3
282	6
283	5
284	3
285	5
286	1
287	1
288	2
289	3
290	4
291	3
292	3
293	4
294	1
295	3
296	5
297	4
298	1
299	5
300	4
301	2
302	2
303	3
304	2
305	2
306	2
307	3
308	3
309	1
310	2
311	2
312	5
313	1
314	1
315	3
316	2
317	1
318	3
319	1
320	3
322	2
323	1
324	2
325	1
326	3
327	1
328	2
329	1
330	1
331	4
332	2
334	2
335	3
336	3
337	1
339	1
341	1
342	2
343	2
344	2
345	3
346	1
347	1
348	2
349	1
350	1
352	1
353	2
354	3
355	1
356	1
357	1
360	2
362	1
365	1
371	2
373	2
378	1
380	2
381	2
382	1
383	1
384	1
385	1
386	1
394	1
395	1
396	1
397	1
399	1
402	1
404	1
406	1
407	1
414	1
419	1
430	1
435	1
440	1
445	1
469	1
471	1
473	1
476	1
483	1
504	2
506	2
516	1
543	1
582	1
634	1
717	1
1066	1
1391	1
1414	1
1673	1
2316	1
2982	1
3860	1
7962	1
