760
Rupture sizes for: 394298 ruptures on 1000 by 4000
0	250914
1	62852
2	23756
3	12845
4	8055
5	5706
6	4239
7	3219
8	2487
9	1987
10	1654
11	1368
12	1151
13	956
14	819
15	735
16	674
17	579
18	530
19	498
20	478
21	370
22	365
23	376
24	301
25	284
26	269
27	245
28	244
29	209
30	191
31	203
32	178
33	174
34	165
35	159
36	134
37	138
38	135
39	102
40	113
41	105
42	106
43	100
44	77
45	92
46	83
47	79
48	71
49	75
50	80
51	67
52	49
53	67
54	56
55	45
56	50
57	52
58	41
59	65
60	49
61	62
62	48
63	45
64	42
65	36
66	55
67	51
68	44
69	34
70	34
71	31
72	34
73	37
74	39
75	47
76	42
77	35
78	32
79	42
80	37
81	21
82	23
83	20
84	32
85	25
86	22
87	29
88	22
89	33
90	25
91	23
92	20
93	20
94	24
95	23
96	22
97	17
98	16
99	15
100	20
101	15
102	22
103	12
104	21
105	22
106	18
107	24
108	14
109	9
110	11
111	12
112	18
113	12
114	8
115	13
116	12
117	10
118	11
119	9
120	15
121	16
122	14
123	15
124	10
125	12
126	8
127	12
128	14
129	8
130	14
131	9
132	16
133	11
134	8
135	13
136	7
137	5
138	9
139	7
140	3
141	9
142	11
143	3
144	4
145	12
146	8
147	10
148	6
149	10
150	7
151	7
152	8
153	5
154	11
155	4
156	6
157	7
158	5
159	6
160	4
161	2
162	5
163	3
164	9
165	10
166	11
167	8
168	7
169	6
170	8
171	3
172	10
173	7
174	3
175	6
176	5
177	9
178	2
179	5
180	6
181	6
182	2
183	5
184	7
185	5
186	8
187	10
188	2
189	5
190	7
191	5
192	5
193	3
194	5
195	7
196	3
197	4
198	4
199	3
200	5
201	3
202	3
203	2
204	6
205	3
206	4
207	2
208	5
209	4
210	3
211	8
212	1
213	3
214	2
215	3
216	4
217	3
218	6
220	1
221	4
222	3
223	2
224	4
225	10
226	9
227	4
228	2
230	3
231	6
232	1
233	2
234	3
235	1
236	3
237	5
238	5
239	5
240	5
241	4
242	4
243	1
244	1
245	4
246	6
247	3
248	3
249	2
250	3
251	2
252	1
253	1
254	3
255	4
256	2
257	2
258	3
259	2
260	4
262	3
265	2
266	8
267	6
268	1
269	1
270	3
271	4
272	4
273	2
274	7
275	7
276	1
279	1
280	3
281	2
284	3
285	4
286	1
287	3
288	2
289	2
291	3
292	3
293	1
294	1
295	4
296	2
297	2
298	3
299	2
300	2
301	3
302	3
303	2
304	2
305	1
307	1
308	1
309	2
310	3
311	1
312	1
313	4
314	3
315	4
317	1
318	3
319	2
320	2
321	1
323	1
325	3
326	1
327	1
328	1
329	2
330	3
331	2
332	2
334	2
336	1
339	2
340	3
341	1
342	2
343	1
344	1
346	3
347	3
348	1
349	1
350	2
352	3
354	3
357	1
358	1
359	1
360	2
361	3
363	2
364	2
365	1
366	1
367	2
368	2
370	2
373	1
375	2
376	2
377	2
378	2
379	2
380	4
381	1
382	2
385	2
388	2
389	2
390	1
391	2
392	3
393	1
394	2
397	1
398	1
401	1
402	1
403	1
406	2
409	1
410	1
412	1
413	2
415	1
416	1
417	1
420	2
423	1
426	2
427	2
428	2
429	1
431	6
432	1
433	2
434	1
435	1
436	2
437	1
438	1
442	2
444	1
445	2
447	1
448	3
449	1
450	1
451	1
452	1
453	1
455	1
457	1
458	1
461	2
462	2
463	2
464	1
465	2
468	1
469	1
470	3
471	1
473	1
475	3
476	1
477	1
478	2
479	1
481	1
482	3
484	1
486	1
488	1
489	1
491	1
492	1
493	1
494	2
497	1
499	1
500	2
501	1
503	1
507	1
508	1
509	2
510	1
511	2
513	1
514	1
515	1
516	1
518	1
519	1
521	1
524	1
526	1
530	3
532	1
533	1
536	1
538	1
539	1
543	1
547	1
558	1
559	1
560	1
561	1
563	2
565	1
566	1
571	1
573	1
577	2
581	3
582	1
584	1
587	1
588	1
593	1
594	1
595	1
598	2
603	1
605	1
609	1
619	1
620	2
621	1
624	1
625	1
628	1
629	1
631	1
632	1
635	1
637	1
641	1
642	1
648	1
649	1
650	1
651	1
655	1
659	2
661	2
662	1
664	1
665	2
666	1
667	1
670	2
672	1
684	1
685	2
690	1
697	1
701	1
702	1
707	1
710	3
726	1
727	2
730	1
734	2
742	1
747	1
748	1
754	1
760	1
761	1
765	1
768	1
772	1
778	1
779	1
791	1
797	1
802	1
805	1
806	1
809	1
811	1
817	1
819	1
822	1
823	1
824	1
828	1
829	1
837	1
840	1
841	1
842	1
843	1
844	1
852	1
864	1
865	1
867	1
873	1
874	1
878	1
892	1
903	1
914	2
915	1
930	1
931	1
943	1
944	1
945	2
947	1
948	1
956	1
957	1
958	1
972	1
973	2
975	1
992	1
999	1
1007	1
1016	1
1021	1
1022	1
1027	2
1044	1
1049	1
1051	1
