80
Trapping for: temp
0.082584265958324465	-2	-3	3	-1	-3	3
0.10022870925598681	-3	0	-1	-2	0	-1
0.10025228493362448	-1	4	4	-2	4	4
0.093609058535526479	3	2	2	3	1	2
0.094749307234336833	2	2	1	2	1	1
0.04705915622628698	6	6	1	6	5	1
0.068372393421093136	7	3	1	7	3	2
0.096249024432917274	3	2	1	3	1	1
0.097065356084509169	5	4	1	5	5	1
0.098372767327654209	4	4	1	4	5	1
0.098874822219070957	7	8	2	7	7	2
0.077451229895965312	7	-3	1	6	-3	1
0.10074228551832753	4	6	-3	4	5	-3
0.1008667495207991	6	3	-2	6	2	-2
0.10199434820213682	5	6	1	6	6	1
0.088585940908433969	2	-6	1	2	-6	2
0.10257316559042984	4	-8	-1	4	-9	-1
0.10363258818189003	7	-1	2	7	-2	2
0.1042226998432989	1	3	1	1	2	1
0.10013710214015337	7	-6	1	7	-7	1
0.10533324069249872	5	4	-2	4	4	-2
0.10632464136827746	2	0	3	2	-1	3
0.091796796151172089	8	-10	-1	9	-10	-1
0.08003669632955912	9	-14	2	9	-15	2
0.092490724153208248	11	-13	1	11	-13	2
0.095143405768347122	9	-9	1	9	-10	1
0.094021108248018237	6	-12	5	5	-12	5
0.095708633474862026	8	-11	2	7	-11	2
0.097150104954522476	8	-11	1	8	-11	2
0.097244882136531707	8	-15	1	8	-16	1
0.097260192207505369	10	-8	2	9	-8	2
0.099895714398101632	7	-13	4	7	-14	4
0.10179050161092817	-3	-10	5	-4	-10	5
0.10361924148324331	-3	-16	5	-3	-15	5
0.085262035931393143	-5	-9	7	-6	-9	7
0.10272523580195259	-2	-10	7	-2	-9	7
0.10667920907246575	1	4	2	1	5	2
0.095412180980719796	13	-14	1	12	-14	1
0.069477369379784548	0	-5	6	1	-5	6
0.10515167798276526	0	-1	7	0	0	7
0.10199483661704889	5	-5	4	4	-5	4
0.091167766207979284	11	-7	-6	11	-6	-6
0.098943758589575381	13	-5	-6	13	-6	-6
0.099006282453541594	11	-5	-3	11	-4	-3
0.10482382583366423	15	-5	-5	16	-5	-5
0.10735670549176302	7	-12	2	7	-11	2
0.10796131892103311	7	-1	0	7	-2	0
0.10820361787651755	3	4	-3	3	3	-3
0.10533057679195412	5	-6	-4	5	-5	-4
0.10845219398623662	6	-11	4	7	-11	4
0.10934389224347552	9	-14	2	9	-13	2
0.10968592821688361	8	6	5	9	6	5
0.091924847094421835	5	-13	-2	6	-13	-2
0.10291487884124351	4	-13	-3	4	-13	-4
0.080340565159476185	5	-16	-6	4	-16	-6
0.093918332288689399	3	-13	-6	2	-13	-6
0.09520694516606909	6	-12	-6	5	-12	-6
0.10097138575160614	4	-12	-7	4	-11	-7
0.10165230809963077	4	-13	-6	4	-12	-6
0.10573630439678006	4	-7	-6	4	-8	-6
0.10623539485267131	6	-10	-4	6	-11	-4
0.1087030901065269	5	-13	-3	5	-14	-3
0.1089198687744819	6	-7	-5	5	-7	-5
0.1099419266609889	1	-9	-1	0	-9	-1
0.10999851429799712	4	-16	-5	3	-16	-5
0.068895354771329131	1	-15	-5	1	-14	-5
0.105330790227395	-1	-15	-5	0	-15	-5
0.10043476595571477	-1	-7	2	-2	-7	2
0.10098817635773116	0	-5	3	-1	-5	3
0.10488082815581734	-2	-7	3	-1	-7	3
0.11010019014508465	9	-17	1	8	-17	1
0.11000697743433285	1	-13	5	2	-13	5
0.11062192055903886	5	-9	3	5	-10	3
0.11066193279502556	4	-8	-5	4	-9	-5
0.1108690179969507	-2	-12	5	-3	-12	5
0.11095684064515332	10	-10	3	11	-10	3
0.1110468599763772	5	-12	5	5	-13	5
0.11116139673860204	5	-1	3	4	-1	3
0.11132095902725414	0	-12	7	0	-13	7
0.11138280212979801	3	9	1	4	9	1
