Invasion for: Job1
50	50	
49	50	
51	50	
52	50	
52	49	
53	50	
53	49	
53	51	
53	52	
50	49	
48	50	
48	49	
49	49	
52	48	
52	47	
51	47	
51	48	
51	46	
52	46	
52	45	
51	45	
50	45	
49	45	
50	47	
50	48	
49	48	
49	47	
48	47	
48	48	
48	46	
47	46	
46	46	
45	46	
47	47	
47	48	
45	45	
47	45	
46	45	
47	44	
46	47	
47	43	
47	42	
46	43	
45	47	
48	42	
48	41	
49	41	
49	42	
50	42	
51	42	
51	43	
50	43	
50	44	
52	42	
53	42	
54	42	
55	42	
55	43	
54	43	
48	43	
50	41	
51	41	
54	41	
55	41	
56	43	
56	42	
56	44	
49	46	
55	40	
46	42	
46	48	
49	43	
49	44	
47	41	
47	40	
48	40	
49	40	
48	39	
48	38	
47	38	
49	39	
49	38	
50	38	
49	37	
49	36	
50	37	
51	37	
51	36	
52	37	
52	36	
51	35	
52	35	
51	34	
51	33	
52	33	
53	33	
53	32	
54	32	
54	31	
55	31	
55	30	
56	30	
54	30	
57	30	
57	29	
58	29	
52	32	
52	31	
51	31	
53	34	
54	29	
55	29	
53	29	
56	29	
51	32	
58	30	
58	31	
59	31	
59	30	
60	30	
59	32	
58	32	
58	33	
59	33	
60	31	
60	32	
61	32	
60	33	
60	34	
60	35	
59	35	
59	34	
61	34	
61	35	
62	34	
62	35	
62	33	
61	33	
58	35	
55	28	
56	28	
56	27	
56	26	
56	25	
56	24	
56	23	
55	25	
55	26	
57	24	
57	23	
58	23	
59	23	
58	24	
58	25	
58	22	
57	22	
55	24	
54	24	
54	26	
54	25	
53	25	
52	25	
50	32	
50	33	
54	28	
54	27	
61	31	
59	29	
59	28	
59	24	
59	25	
60	24	
60	36	
60	37	
59	36	
59	37	
58	37	
57	37	
58	36	
57	36	
57	35	
57	25	
57	26	
58	26	
61	30	
53	24	
52	24	
51	24	
61	29	
60	29	
61	28	
61	27	
61	26	
60	28	
62	28	
62	29	
62	30	
63	28	
64	28	
64	27	
65	28	
64	29	
