Invasion for: DEFAULT
50	50	
50	49	
51	50	
52	50	
52	49	
51	51	
50	51	
51	52	
51	53	
50	53	
50	54	
49	54	
48	54	
48	53	
49	53	
47	54	
46	54	
48	52	
48	51	
48	50	
49	51	
49	52	
50	55	
49	50	
50	52	
51	49	
51	48	
50	48	
49	48	
48	48	
49	47	
48	47	
48	46	
48	45	
47	46	
47	45	
46	45	
45	45	
46	46	
46	47	
47	47	
48	44	
49	44	
50	44	
50	43	
50	42	
50	41	
49	42	
51	43	
51	42	
51	44	
52	43	
52	42	
48	43	
47	43	
49	43	
52	44	
52	45	
51	45	
46	43	
49	45	
49	46	
50	47	
50	46	
50	45	
47	48	
51	41	
52	41	
53	41	
52	48	
52	47	
52	46	
53	46	
54	46	
54	47	
53	47	
53	48	
53	49	
54	49	
54	50	
55	50	
54	51	
55	51	
55	52	
55	53	
55	54	
54	54	
54	53	
53	53	
53	52	
53	51	
54	52	
52	53	
52	52	
52	51	
55	55	
56	55	
55	56	
56	56	
56	57	
57	57	
57	56	
55	57	
54	57	
54	58	
53	57	
53	58	
56	58	
55	58	
53	56	
57	58	
58	58	
52	58	
56	59	
55	59	
53	59	
52	56	
52	55	
51	55	
52	54	
53	55	
53	54	
59	58	
60	58	
60	57	
59	57	
57	55	
58	57	
60	59	
59	59	
59	60	
59	61	
58	61	
58	60	
58	59	
60	60	
61	60	
62	60	
60	61	
60	62	
59	62	
57	60	
57	59	
57	61	
57	62	
57	63	
58	63	
59	63	
57	64	
56	61	
56	63	
55	63	
54	63	
56	62	
54	62	
55	62	
53	62	
56	64	
56	65	
55	64	
54	64	
53	64	
55	65	
53	63	
52	63	
51	63	
53	65	
52	64	
52	65	
57	65	
58	65	
58	64	
59	65	
59	66	
59	67	
60	67	
60	66	
61	67	
61	68	
62	68	
60	68	
61	59	
54	61	
55	61	
54	65	
54	66	
59	64	
51	62	
51	61	
52	61	
56	60	
52	62	
62	59	
62	58	
61	58	
62	57	
62	56	
62	55	
61	56	
60	56	
63	56	
63	57	
63	58	
63	59	
64	57	
64	58	
64	56	
62	54	
61	62	
62	62	
61	63	
63	62	
63	63	
62	63	
63	64	
64	64	
65	64	
65	65	
64	65	
62	64	
62	65	
62	66	
63	66	
63	67	
61	65	
61	64	
60	64	
63	68	
63	65	
63	69	
60	65	
64	63	
65	63	
65	66	
65	67	
66	67	
66	66	
67	66	
67	65	
67	64	
68	64	
69	64	
68	63	
69	63	
70	63	
71	63	
71	64	
72	64	
73	64	
73	65	
73	63	
72	63	
70	64	
74	64	
74	65	
74	63	
74	62	
74	61	
73	62	
72	62	
73	61	
75	63	
76	63	
76	64	
77	64	
75	64	
74	66	
77	63	
78	63	
69	62	
70	62	
74	60	
73	60	
74	59	
72	60	
71	60	
75	59	
75	58	
75	57	
74	57	
75	56	
76	57	
74	58	
73	58	
72	58	
73	59	
73	57	
72	57	
76	56	
77	57	
78	57	
77	56	
78	56	
79	56	
78	55	
79	55	
80	55	
76	55	
80	56	
81	56	
81	55	
79	57	
79	58	
80	58	
79	59	
79	60	
80	59	
81	59	
80	57	
82	59	
83	59	
84	59	
77	55	
77	54	
77	53	
72	59	
84	58	
85	58	
86	58	
84	57	
83	58	
85	57	
83	57	
83	56	
78	58	
81	57	
81	58	
72	61	
82	57	
82	58	
71	65	
71	66	
71	67	
72	65	
72	66	
73	66	
73	67	
73	68	
73	69	
72	69	
74	67	
75	67	
75	66	
72	70	
72	71	
71	70	
71	71	
71	72	
70	72	
74	68	
75	65	
76	65	
71	73	
72	68	
71	68	
71	69	
70	69	
72	72	
72	73	
72	74	
70	71	
73	56	
74	56	
74	55	
74	54	
75	54	
77	52	
77	51	
76	51	
78	51	
78	52	
78	50	
79	51	
66	64	
81	54	
76	66	
77	66	
71	74	
71	75	
70	75	
70	76	
71	76	
72	75	
70	74	
69	74	
69	75	
68	74	
68	75	
67	74	
68	73	
68	72	
67	75	
66	75	
67	76	
66	76	
66	77	
66	78	
65	78	
65	76	
67	77	
68	77	
69	77	
70	77	
70	78	
69	73	
70	73	
65	77	
57	66	
57	67	
56	67	
62	69	
62	70	
69	76	
68	76	
50	62	
50	61	
50	60	
51	60	
52	60	
52	59	
66	68	
67	68	
67	67	
68	67	
68	68	
83	55	
84	55	
84	56	
82	55	
65	68	
85	59	
86	59	
85	60	
85	61	
86	60	
86	61	
86	62	
86	63	
61	61	
62	61	
63	61	
84	61	
84	62	
83	62	
83	63	
82	63	
82	64	
82	65	
83	64	
83	65	
83	66	
84	66	
84	65	
81	63	
81	65	
82	62	
81	62	
84	60	
82	66	
58	55	
58	54	
58	56	
59	55	
57	54	
56	54	
58	53	
57	53	
57	52	
56	52	
57	51	
56	51	
56	50	
57	50	
56	53	
60	55	
55	47	
55	48	
54	48	
50	59	
50	58	
50	57	
50	56	
51	56	
49	56	
48	56	
48	55	
49	57	
47	55	
47	56	
48	57	
47	57	
49	55	
68	71	
69	71	
69	72	
67	71	
67	72	
66	71	
66	70	
65	70	
64	70	
63	70	
65	71	
64	71	
64	72	
65	72	
64	73	
65	73	
64	74	
63	74	
63	75	
64	75	
64	76	
63	76	
64	77	
62	76	
62	75	
61	75	
64	78	
62	74	
63	78	
63	77	
66	73	
63	79	
64	79	
65	79	
66	79	
62	79	
61	79	
60	79	
60	78	
62	78	
61	78	
61	77	
62	77	
60	77	
59	77	
59	78	
59	79	
58	78	
57	78	
57	79	
57	80	
58	80	
58	79	
59	76	
58	76	
59	75	
59	74	
58	74	
58	73	
59	73	
58	75	
57	81	
57	82	
57	83	
58	81	
56	81	
57	84	
56	84	
58	77	
56	78	
56	79	
56	80	
55	80	
55	79	
57	85	
56	85	
55	85	
55	84	
54	85	
57	86	
58	86	
59	86	
59	85	
58	85	
58	84	
59	84	
59	87	
58	87	
59	88	
56	86	
56	87	
55	87	
54	87	
54	88	
55	88	
55	86	
58	88	
57	88	
57	87	
58	83	
58	82	
82	60	
76	67	
76	68	
61	74	
60	74	
60	73	
60	75	
85	63	
85	64	
82	54	
82	53	
