Fractures for: DEFAULT
0.022508177001760998	50	49	50	50	
0.065703636249683228	50	50	51	50	
0.017719029679692966	51	50	52	50	
0.044246075066148194	52	49	52	50	
0.12722034649723568	51	50	51	51	
0.033280821837621488	50	51	51	51	
0.21524520823813731	51	51	51	52	
0.31928909780069503	51	52	51	53	
0.1330547506235078	50	53	51	53	
0.19555443409637263	50	53	50	54	
0.24236663572802897	49	54	50	54	
0.23883972400688336	48	54	49	54	
0.025197826835132275	48	53	48	54	
0.031129839709983287	48	53	49	53	
0.11983553576797235	47	54	48	54	
0.16569390982225585	46	54	47	54	
0.20096374290003993	48	52	48	53	
0.018261016806434327	48	51	48	52	
0.020846708151200488	48	50	48	51	
0.026150292714262946	48	51	49	51	
0.19156531866752502	48	52	49	52	
0.28334461651030907	50	54	50	55	
0.34982835209519791	49	50	49	51	
0.42212192448686991	50	52	50	53	
0.43252598966727618	50	49	51	49	
0.073839802705737867	51	48	51	49	
0.36968070848558554	50	48	51	48	
0.20672878309797582	49	48	50	48	
0.13486183272639707	48	48	49	48	
0.33327449187918745	49	47	49	48	
0.19190046454519916	48	47	49	47	
0.020842009057350452	48	46	48	47	
0.018978092702475635	48	45	48	46	
0.072342233367177045	47	46	48	46	
0.091737804977825022	47	45	48	45	
0.28200475984358064	46	45	47	45	
0.16984348814702344	45	45	46	45	
0.22375349074166451	46	45	46	46	
0.14441961046975749	46	46	46	47	
0.036166555371195841	46	47	47	47	
0.34411818107976089	48	44	48	45	
0.069209487218724774	48	44	49	44	
0.22907779962236319	49	44	50	44	
0.25970150282226712	50	43	50	44	
0.19309888351297744	50	42	50	43	
0.030386237786792947	50	41	50	42	
0.20705740022213703	49	42	50	42	
0.29390320690265526	50	43	51	43	
0.0072540169423938039	51	42	51	43	
0.21474988935812434	51	43	51	44	
0.26428459625652323	51	43	52	43	
0.23409568170947992	52	42	52	43	
0.34065280730865766	48	43	48	44	
0.12755742723991403	47	43	48	43	
0.16977676556534504	48	43	49	43	
0.35137112490021494	51	44	52	44	
0.15658802264770699	52	44	52	45	
0.35148591297781095	51	44	51	45	
0.36348621012322724	46	43	47	43	
0.36498475211455883	48	45	49	45	
0.20226761159615592	49	45	49	46	
0.3943711459674617	49	47	50	47	
0.11796624830313718	50	46	50	47	
0.26708376380437215	50	45	50	46	
0.39605770505941251	47	47	47	48	
0.39763837113738276	50	41	51	41	
0.37766483309965793	51	41	52	41	
0.44097638802796979	52	41	53	41	
0.49141170899684639	52	48	52	49	
0.17231817411614259	52	47	52	48	
0.35124562791616043	52	46	52	47	
0.4323016536827744	52	46	53	46	
0.071451756833578628	53	46	54	46	
0.33231295333411381	54	46	54	47	
0.25953326296460233	53	47	54	47	
0.30878103624623776	53	47	53	48	
0.3405794997227396	53	48	53	49	
0.3066652866932742	53	49	54	49	
0.17592075531513984	54	49	54	50	
0.26518139931224383	54	50	55	50	
0.27731819359043541	54	50	54	51	
0.23383795971841437	54	51	55	51	
0.3532618553427298	55	51	55	52	
0.008085074206068299	55	52	55	53	
0.26782721669539455	55	53	55	54	
0.20410237434889567	54	54	55	54	
0.30560178040584418	54	53	54	54	
0.20509761935298343	53	53	54	53	
0.068084907215837376	53	52	53	53	
0.06496806180425807	53	51	53	52	
0.11480519698722347	53	52	54	52	
0.2008597479353611	52	53	53	53	
0.097292610988244377	52	52	52	53	
0.12440710844757064	52	51	52	52	
0.33191194397489809	55	54	55	55	
0.092338025787704225	55	55	56	55	
0.23174249393827751	55	55	55	56	
0.12243028403580425	55	56	56	56	
0.074123255410309952	56	56	56	57	
0.085251321032167482	56	57	57	57	
0.12230011770959592	56	56	57	56	
0.13962221943900843	55	56	55	57	
0.006562535131415359	54	57	55	57	
0.16742945865249936	54	57	54	58	
0.17135173020987793	53	57	54	57	
0.15983923712556702	53	57	53	58	
0.18621584292929327	56	57	56	58	
0.14544152701243362	55	58	56	58	
0.19723499825858326	53	56	53	57	
0.21314213832357609	57	57	57	58	
0.040242220187050037	57	58	58	58	
0.25214567029887647	52	58	53	58	
0.28529372245481355	56	58	56	59	
0.16027390805343344	55	59	56	59	
0.28775177739437297	53	58	53	59	
0.32482335236617743	52	56	53	56	
0.096908931302650103	52	55	52	56	
0.10886354106360585	51	55	52	55	
0.14674731481337133	52	54	52	55	
0.3416540412242739	52	55	53	55	
0.10779076397227172	53	54	53	55	
0.35117417021880115	58	58	59	58	
0.3133322438261068	59	58	60	58	
0.090472655256256473	60	57	60	58	
0.051929559502724487	59	57	60	57	
0.37527453548832312	57	55	57	56	
0.39543201757016533	58	57	58	58	
0.40237199043676597	60	58	60	59	
0.17329952819319061	59	59	60	59	
0.18059630590618525	59	59	59	60	
0.18960070681299968	59	60	59	61	
0.10435437694489025	58	61	59	61	
0.15405683925220259	58	60	58	61	
0.0066053003296104862	58	59	58	60	
0.25273386086645999	59	60	60	60	
0.023333863792739606	60	60	61	60	
0.059463654509304575	61	60	62	60	
0.095591285702067097	60	60	60	61	
0.2801177382147344	60	61	60	62	
0.072434573489911003	59	62	60	62	
0.30571759725626535	57	60	58	60	
0.12802773561546843	57	59	57	60	
0.2551153174056715	57	60	57	61	
0.13896469689809976	57	61	57	62	
0.14061338555557867	57	62	57	63	
0.16191938055357724	57	63	58	63	
0.030835838594171605	58	63	59	63	
0.22799192325935991	57	63	57	64	
0.2455050469318607	56	61	57	61	
0.27835096932034276	56	63	57	63	
0.1201643054505368	55	63	56	63	
0.19102469737536865	54	63	55	63	
0.2251768017810214	56	62	56	63	
0.24015100431939018	54	62	54	63	
0.076210061379430982	54	62	55	62	
0.19994020115505506	53	62	54	62	
0.24580897953937608	56	63	56	64	
0.021186834764559848	56	64	56	65	
0.18832484199055344	55	64	56	64	
0.093922494749190122	54	64	55	64	
0.059534988762198537	53	64	54	64	
0.14965006414876214	55	64	55	65	
0.27036585669728908	53	63	54	63	
0.22933708529401997	52	63	53	63	
0.27231336780308624	51	63	52	63	
0.278354058203238	53	64	53	65	
0.29354726635979134	52	64	53	64	
