Invasion for: DEFAULT
50	50	
49	50	
49	51	
48	51	
48	52	
49	52	
50	52	
49	53	
48	53	
50	53	
50	54	
49	54	
49	55	
50	55	
49	56	
49	57	
50	56	
51	56	
48	54	
48	55	
48	56	
50	57	
50	58	
51	58	
47	55	
47	54	
46	54	
49	58	
49	59	
49	60	
52	56	
53	56	
54	56	
54	57	
55	56	
53	57	
53	58	
54	58	
53	59	
52	59	
52	60	
51	59	
50	59	
52	61	
52	62	
51	62	
53	61	
54	61	
55	61	
55	60	
55	59	
56	60	
51	63	
55	62	
54	60	
53	60	
55	57	
56	57	
57	57	
58	57	
57	58	
58	58	
51	60	
50	60	
50	61	
51	61	
46	55	
58	59	
57	59	
59	59	
59	58	
58	60	
57	60	
58	61	
45	55	
44	55	
44	56	
45	54	
45	53	
45	56	
45	57	
46	57	
47	57	
45	58	
43	55	
42	55	
42	54	
41	54	
40	54	
40	53	
39	53	
38	53	
37	53	
37	52	
36	52	
37	51	
37	50	
36	50	
38	50	
38	51	
38	52	
35	50	
35	49	
36	49	
36	48	
37	49	
38	49	
37	48	
39	50	
38	48	
38	47	
38	46	
39	48	
39	49	
37	46	
37	47	
37	45	
38	45	
40	55	
39	55	
38	55	
39	54	
38	54	
39	56	
39	57	
40	57	
39	58	
40	58	
39	59	
41	58	
40	59	
40	60	
40	61	
40	62	
39	62	
41	62	
41	61	
40	63	
40	64	
39	63	
39	64	
38	64	
38	63	
37	64	
37	63	
37	62	
37	61	
37	60	
36	60	
36	62	
36	61	
35	62	
35	63	
35	64	
34	64	
33	64	
32	64	
35	61	
34	50	
34	51	
35	51	
35	52	
33	51	
33	50	
33	49	
32	49	
32	50	
32	51	
33	48	
32	48	
32	47	
33	47	
34	47	
35	47	
35	48	
34	48	
34	46	
35	46	
35	45	
34	45	
33	45	
35	44	
36	44	
36	43	
37	43	
34	44	
34	43	
33	43	
33	44	
37	44	
38	44	
39	44	
39	45	
39	43	
39	46	
38	43	
35	43	
36	42	
35	42	
36	59	
36	58	
34	49	
