1659
Trapping for: temp
0.32211263431236148	2	2	1	2
0.33266730699688196	0	1	0	2
0.3656750381924212	-2	4	-3	4
0.36734528979286551	-1	3	-2	3
0.38875479763373733	-2	3	-3	3
0.41483319271355867	-1	5	0	5
0.41692525846883655	-4	1	-3	1
0.42640986992046237	-2	2	-3	2
0.34265804616734385	2	10	1	10
0.46418681228533387	1	7	1	6
0.46664090128615499	1	7	0	7
0.46757992962375283	1	11	1	10
0.48903896985575557	-2	2	-2	1
0.49608474690467119	2	5	3	5
0.49728186801075935	1	4	0	4
0.50037911953404546	-1	8	0	8
0.51100995857268572	7	5	8	5
0.5133334924466908	-1	6	-1	7
0.52691118372604251	-1	2	-1	3
0.52217196905985475	-4	6	-4	5
0.31457850802689791	1	-4	1	-5
0.38095463300123811	2	-3	3	-3
0.39153739297762513	-1	-2	-1	-1
0.40963180363178253	-2	-4	-2	-3
0.47551272576674819	2	-3	1	-3
0.33269629161804914	-11	-8	-11	-9
0.32876930152997375	-14	-10	-14	-9
0.27629375038668513	-14	-3	-15	-3
0.41253918362781405	-10	-11	-10	-12
0.30068439897149801	-10	-16	-10	-15
0.21835792902857065	-11	-20	-12	-20
0.33929209597408772	-10	-20	-11	-20
0.38810032047331333	-9	-14	-10	-14
0.33889132644981146	-13	-16	-12	-16
0.4186020796187222	-7	-9	-7	-10
0.41926629049703479	-5	-8	-5	-7
0.42175923706963658	-8	-13	-9	-13
0.42575642978772521	-9	-16	-9	-17
0.42826011124998331	-16	-5	-15	-5
0.43301816238090396	-10	-8	-10	-9
0.43592327227815986	-11	-10	-11	-11
0.4440222354605794	-6	-8	-7	-8
0.44614849425852299	-5	-7	-5	-6
0.46164035005494952	-7	-11	-7	-12
0.41468590125441551	-15	-19	-15	-20
0.47139221942052245	-6	-11	-6	-12
0.47256992803886533	-10	-20	-9	-20
0.4754112996160984	-14	-4	-15	-4
0.4789725043810904	-10	-18	-11	-18
0.24926050426438451	-15	-12	-14	-12
0.37137291161343455	-21	0	-21	1
0.35091711161658168	-25	-3	-26	-3
0.25138474442064762	-26	-9	-27	-9
0.41862180409952998	-27	-7	-26	-7
0.44365306943655014	-28	-3	-29	-3
0.45537273678928614	-22	-12	-22	-11
0.45849277963861823	-24	-6	-25	-6
0.46373924380168319	-24	-7	-25	-7
0.4870988423936069	-20	-11	-19	-11
0.3248507515527308	-30	4	-30	5
0.38226818852126598	-32	4	-32	3
0.37294917972758412	-31	12	-31	13
0.38535539340227842	-24	8	-24	9
0.39067896362394094	-25	9	-25	8
0.40374239347875118	-27	3	-28	3
0.3312637647613883	-25	20	-26	20
0.36233994038775563	-23	16	-24	16
0.40310217393562198	-24	19	-24	20
0.41068027121946216	-22	13	-22	14
0.41929174168035388	-25	4	-25	5
0.42412888864055276	-27	5	-27	6
0.42419219808652997	-23	5	-22	5
0.4303736831061542	-22	11	-22	12
0.43965362012386322	-28	5	-28	4
0.44061634829267859	-24	1	-24	2
0.28959790756925941	-35	-2	-36	-2
0.35269111720845103	-34	-1	-35	-1
0.37783074891194701	-33	2	-34	2
0.28056496707722545	-38	0	-38	-1
0.44502787431702018	-22	5	-22	6
0.44530857959762216	-43	3	-43	4
0.44726041238754988	-26	7	-25	7
0.43090540682896972	-39	4	-39	3
0.44671527296304703	-37	2	-37	3
0.45127166900783777	-30	10	-30	11
0.45988238789141178	-27	4	-28	4
0.46155016589909792	-44	-5	-45	-5
0.46457700245082378	-30	11	-31	11
0.35086379153653979	-18	19	-17	19
0.36753205815330148	-12	21	-13	21
0.40093013504520059	-12	20	-13	20
0.4412992550060153	-18	10	-19	10
0.35528288595378399	-12	22	-11	22
0.47220330638810992	-35	1	-36	1
0.38702002400532365	-15	21	-15	22
0.37728707073256373	-18	27	-19	27
0.39902979554608464	-12	28	-12	27
0.45294830901548266	-18	27	-18	26
0.45338284131139517	-15	28	-14	28
0.46243454562500119	-19	29	-19	28
0.46602363744750619	-11	30	-12	30
0.44407592294737697	-9	27	-8	27
0.47677150461822748	-34	2	-34	3
0.37436418095603585	-22	32	-21	32
0.47858826955780387	-12	21	-12	22
0.47872540820389986	-19	11	-19	10
0.47919953567907214	-38	0	-38	1
0.47965378407388926	-20	19	-20	18
0.48013451509177685	-35	0	-36	0
0.48124573798850179	-32	3	-32	2
0.45372098172083497	-26	24	-26	23
0.17994505632668734	-27	24	-27	23
0.31307769613340497	-26	33	-26	34
0.17349985847249627	-29	34	-28	34
0.30041353777050972	-30	35	-30	36
0.34639634191989899	-27	32	-27	33
0.3259679963812232	-29	21	-28	21
0.4293931657448411	-28	33	-29	33
0.43279961496591568	-26	30	-27	30
0.43333690147846937	-24	26	-24	27
0.44105967273935676	-27	20	-27	19
0.45833813957870007	-28	24	-29	24
0.22396251000463963	-39	15	-40	15
0.34685777127742767	-37	14	-37	15
0.16526482859626412	-41	18	-41	17
0.27431626059114933	-44	17	-45	17
0.3525390587747097	-38	14	-38	15
0.37773004965856671	-40	19	-41	19
0.3969168015755713	-41	21	-42	21
0.35714131966233253	-41	23	-40	23
0.4107909738086164	-41	19	-41	18
0.41440603882074356	-40	20	-40	21
0.42440148955211043	-37	13	-38	13
0.42723405826836824	-37	17	-37	18
0.45153384655714035	-36	12	-35	12
0.3178280764259398	-28	38	-29	38
0.37014129711315036	-28	44	-27	44
0.2897614068351686	-32	52	-33	52
0.41332424851134419	-32	43	-32	42
0.41782696172595024	-28	46	-27	46
0.33702842425554991	-32	29	-32	28
0.47178423870354891	-30	42	-30	41
0.38279039924964309	-39	24	-39	25
0.47553674876689911	-28	16	-27	16
0.47774119582027197	-27	26	-28	26
0.40734947379678488	-40	35	-41	35
0.41177112981677055	-40	36	-39	36
0.4337643594481051	-40	37	-39	37
0.48041414329782128	-27	25	-28	25
0.48262114124372602	-23	3	-23	4
0.48317860858514905	-16	16	-15	16
0.48328662337735295	-16	22	-16	23
0.4837505598552525	-48	0	-49	0
0.38773671584203839	-28	54	-27	54
0.47086479468271136	-26	56	-26	57
0.48421753710135818	-32	6	-32	7
0.48448006249964237	-28	35	-28	36
0.48560240166261792	-16	26	-16	25
0.44532491732388735	-41	7	-42	7
0.35426454804837704	-41	11	-42	11
0.37206927547231317	-48	11	-49	11
0.43918150616809726	-48	8	-49	8
0.45142646552994847	-49	8	-50	8
0.44211626797914505	-48	12	-49	12
0.47511116974055767	-50	13	-50	14
0.34115813672542572	-41	43	-41	44
0.36436014017090201	-42	43	-42	42
0.40376612916588783	-42	44	-42	45
0.2424731682986021	-45	49	-46	49
0.41130032623186707	-41	50	-41	51
0.42717129271477461	-44	47	-44	48
0.42990032583475113	-35	52	-35	53
0.32845305744558573	-53	49	-53	50
0.37507512280717492	-54	49	-55	49
0.32189183635637164	-52	44	-52	43
0.35925527801737189	-57	43	-56	43
0.38103180099278688	-55	47	-54	47
0.32831534184515476	-49	48	-50	48
0.38671682216227055	-58	46	-57	46
0.39453056966885924	-54	49	-54	48
0.32308029709383845	-48	41	-49	41
0.39170542266219854	-50	41	-50	42
0.3431210620328784	-55	36	-55	35
0.40711808344349265	-57	38	-57	37
0.41204864718019962	-67	41	-67	40
0.3988859485834837	-48	58	-49	58
0.41815365711227059	-55	41	-56	41
0.4219233994372189	-51	46	-52	46
0.19867260754108429	-56	31	-56	32
0.34278215793892741	-57	32	-57	33
0.38461611000820994	-60	28	-61	28
0.41141651337966323	-60	31	-61	31
0.42642936250194907	-58	43	-58	44
0.42753212340176105	-50	45	-51	45
0.42816979205235839	-68	35	-67	35
0.42884664610028267	-55	32	-55	33
